content,clean_emoji,language,compound,neg,neu,pos,vader_rating,keyword
"Worst experience, i've already paid to chat with doctor but i always waiting that those doctor is ready to chat and didn't get contact for customer service to chat again","worst experience, i have already paid to chat with doctor but i always waiting that those doctor is ready to chat and did not get contact for customer service to chat again",en,0.1779,0.075,0.828,0.096,1,"[('chat doctor waiting', 0.736), ('chat did contact', 0.4363), ('worst experience paid', 0.3485), ('contact customer service', 0.3062), ('ready', -0.0131)]"
Very fast and efficient,very fast and efficient,en,0.4703,0.0,0.495,0.505,2,"[('fast efficient', 0.8615), ('efficient', 0.7283), ('fast', 0.6205)]"
"Please fix the notification bug, where the notification keep telling me to complete the purchase but i didn't make any transaction in the application","please fix the notification bug, where the notification keep telling me to complete the purchase but i did not make any transaction in the application",en,0.1655,0.0,0.933,0.067,1,"[('fix notification bug', 0.5885), ('complete purchase did', 0.4954), ('make transaction application', 0.3801), ('fix', 0.2692), ('telling', 0.0693)]"
"Worst experience. For the first time I want to try this application and consult about veterinarians using the gopay payment method, but the balance has been deducted first while I can't consult with the doctor, maybe cost cuts can be made after consulting so that the patient does not lose","worst experience. for the first time i want to try this application and consult about veterinarians using the gopay payment method, but the balance has been deducted first while i cannot consult with the doctor, maybe cost cuts can be made after consulting so that the patient does not lose",en,-0.3211,0.097,0.831,0.073,-1,"[('veterinarians using gopay', 0.7486), ('payment method balance', 0.3642), ('cost cuts consulting', 0.3355), ('worst experience time', 0.1319), ('consult doctor maybe', 0.1092)]"
This is very useful. You can get the drug recommendation.,this is very useful. you can get the drug recommendation.,en,0.4927,0.0,0.738,0.262,1,"[('useful drug recommendation', 0.819), ('useful drug', 0.6543), ('recommendation', 0.4729), ('drug', 0.4103), ('useful', 0.3663)]"
Best to consult experience doctor online,best to consult experience doctor online,en,0.6369,0.0,0.543,0.457,1,"[('consult experience doctor', 0.8958), ('experience', 0.4063), ('doctor', 0.3788), ('online', 0.1609), ('best', 0.1013)]"
Fast and exact renspons! Keep up the good job! (Cepat tepat tanggap..keren!),fast and exact renspons! keep up the good job! (cepat tepat tanggap..keren!),en,0.5826,0.0,0.744,0.256,1,"[('tepat tanggap keren', 0.604), ('fast exact renspons', 0.597), ('keren', 0.3394), ('good job', 0.1997), ('exact', 0.1064)]"
One of the best apps! Very convenient!,one of the best application! very convenient!,en,0.6988,0.0,0.556,0.444,1,"[('best application convenient', 0.7592), ('application convenient', 0.7083), ('application', 0.566), ('convenient', 0.4169), ('best', 0.1631)]"
DRH Ami is very helpful and patient. She gave guidelines on how to take care the adopt kitten with clear explanation in this prime time around 9.30ish pm. Recommended to consult with her,drh ami is very helpful and patient. she gave guidelines on how to take care the adopt kitten with clear explanation in this prime time around 9.30ish pm. recommended to consult with her,en,0.8858,0.0,0.693,0.307,1,"[('care adopt kitten', 0.6739), ('drh ami helpful', 0.5977), ('patient gave guidelines', 0.3335), ('30ish pm', 0.1509), ('explanation prime', 0.053)]"
Very usefull apps,very usefull application,en,0.0,0.0,1.0,0.0,0,"[('usefull application', 0.9349), ('usefull', 0.7039), ('application', 0.6679)]"
"The most complete health app, it's got everything you name it, you can even talk to real doctor, pharmacist. Especially during COVID pandemic this app is highly recommended and a must have a whole hospital in your pocket anytime you need it. It's got ton's of very detail information that you can compare to a real person, as long any virus around and keep on mutating this app will keep you standard safety protocol in place. Stay safe and God Bless.","the most complete health application, it is got everything you name it, you can even talk to real doctor, pharmacist. especially during covid pandemic this application is highly recommended and a must have a whole hospital in your pocket anytime you need it. it is got ton's of very detail information that you can compare to a real person, as long any virus around and keep on mutating this application will keep you standard safety protocol in place. stay safe and god bless.",en,0.8932,0.0,0.857,0.143,1,"[('complete health application', 0.7332), ('long virus', 0.2958), ('information compare real', 0.2561), ('safety protocol', 0.22), ('especially', 0.0091)]"
The doctor seems doing other things on the same time. The response takes time. The domtor does.not answer all the questions.,the doctor seems doing other things on the same time. the response takes time. the domtor does.not answer all the questions.,en,0.0,0.0,1.0,0.0,0,"[('response takes time', 0.5594), ('doctor doing things', 0.4525), ('domtor does answer', 0.3253), ('questions', 0.1909), ('does', 0.1613)]"
"Good apps, reliable, and easy to use. 5 star!","good application, reliable, and easy to use. 5 star!",en,0.7263,0.0,0.535,0.465,1,"[('easy use star', 0.654), ('good application', 0.5454), ('application reliable', 0.5255), ('use', 0.3355), ('good', 0.1147)]"
This app it's really helping for sure😊,this application it is really helping for sure,en,0.8766,0.0,0.42,0.58,2,"[('application really helping', 0.7159), ('really helping sure', 0.5033), ('application', 0.4844), ('really', 0.1283), ('sure', 0.0334)]"
Very helpful 👍👍👍👍👍👍👍,very helpful,en,0.4754,0.0,0.829,0.171,1,"[('helpful', 0.8521)]"
Good app for simple life,good application for simple life,en,0.4404,0.0,0.58,0.42,1,"[('application simple life', 0.8608), ('good application', 0.6057), ('life', 0.4049), ('simple', 0.3127), ('good', 0.0793)]"
"Since the update, purchasing medicine for other person (family members) or even self are difficult. Seemed like they just want you to consult with their doctor. I uninstall immediately","since the update, purchasing medicine for other person (family members) or even self are difficult. seemed like they just want you to consult with their doctor. i uninstall immediately",en,0.0772,0.077,0.805,0.118,1,"[('update purchasing medicine', 0.7041), ('uninstall immediately', 0.3809), ('consult', 0.2614), ('members self difficult', 0.1044), ('like just want', -0.0149)]"
"I appreciate this app It help me during quarantine, when i need a medicines and in health facility on quarantine place not occupied","i appreciate this application it help me during quarantine, when i need a medicines and in health facility on quarantine place not occupied",en,0.6597,0.0,0.795,0.205,1,"[('application help quarantine', 0.7875), ('medicines health', 0.4208), ('facility', 0.4047), ('appreciate application help', 0.3967), ('appreciate', 0.1244)]"
Good and effective,good and effective,en,0.7184,0.0,0.143,0.857,2,"[('good effective', 0.9161), ('effective', 0.844), ('good', 0.4464)]"
"The app is good. It helps people to have a consultation with Specialist in an easy and less expensive way. However, there are no option for self-pick up medicine or an option that we can order the medicine straight to the med store. It's so uncomfotable to wait for the medicine's shipping for the next 4 days maximum, while suffering from the disease","the application is good. it helps people to have a consultation with specialist in an easy and less expensive way. however, there are no option for self-pick up medicine or an option that we can order the medicine straight to the med store. it is so uncomfotable to wait for the medicine's shipping for the next 4 days maximum, while suffering from the disease",en,0.6124,0.073,0.785,0.142,1,"[('pick medicine option', 0.6042), ('application good', 0.3597), ('easy expensive way', 0.1861), ('store uncomfotable wait', 0.1116), ('shipping days maximum', 0.0804)]"
"really helpfull even we need consul in the middle of the night, the doctor was ready for it","really helpfull even we need consul in the middle of the night, the doctor was ready for it",en,0.3612,0.0,0.872,0.128,1,"[('consul middle night', 0.6124), ('doctor ready', 0.4936), ('really helpfull', 0.3355), ('need', 0.1925), ('really', 0.1537)]"
Good application for our healthy ⭐⭐⭐⭐⭐,good application for our healthy,en,0.6808,0.0,0.588,0.412,1,"[('good application healthy', 0.9103), ('good application', 0.6014), ('healthy', 0.5843), ('application', 0.5113), ('good', 0.1839)]"
"Super app , consultation with doctor and they sent the medicine within 1-2 hours ....awesome","super application , consultation with doctor and they sent the medicine within 1-2 hours ....awesome",en,0.8402,0.0,0.619,0.381,1,"[('sent medicine hours', 0.5536), ('application consultation doctor', 0.4638), ('super application', 0.4056), ('awesome', 0.2302), ('sent', 0.1722)]"
NO RECOMENDED!Buy medicine must have receipt.. even a no need medicine must include receipt... Apps for the easier buy medicine?? No thats not this apps.. Too complicated apps ever!,no recomended!buy medicine must have receipt.. even a no need medicine must include receipt... application for the easier buy medicine?? no that is not this application.. too complicated application ever!,en,-0.668,0.229,0.693,0.078,-1,"[('buy medicine receipt', 0.7933), ('recomended buy', 0.3275), ('application easier', 0.2976), ('include', 0.1003), ('need', 0.0868)]"
Best app ever,best application ever,en,0.6369,0.0,0.323,0.677,2,"[('best application', 0.8896), ('application', 0.6578), ('best', 0.4083)]"
Sangat membantu sekali aplikasi ini and good service so far. Keep up the good work! 👌👌👌👌,sangat membantu sekali aplikasi ini and good service so far. keep up the good work!,en,0.9828,0.0,0.298,0.702,2,"[('membantu sekali aplikasi', 0.673), ('sangat', 0.4292), ('ini', 0.3806), ('service far good', 0.3496), ('good work', 0.1467)]"
Great health app,great health application,en,0.6249,0.0,0.328,0.672,2,"[('great health application', 1.0), ('great health', 0.6539), ('health', 0.6251), ('application', 0.5154), ('great', 0.2154)]"
Easy application. 👍,easy application.,en,0.4404,0.0,0.508,0.492,1,"[('easy application', 0.9264), ('application', 0.7107), ('easy', 0.5805)]"
Great app as fast solution when we're not feeling well,great application as fast solution when we are not feeling well,en,0.6388,0.204,0.385,0.411,1,"[('fast solution feeling', 0.6499), ('application fast solution', 0.644), ('great application', 0.5959), ('fast', 0.2968), ('great', 0.1554)]"
Helpful in urgernt time,helpful in urgernt time,en,0.4215,0.0,0.517,0.483,1,"[('helpful urgernt time', 0.9075), ('helpful urgernt', 0.8723), ('urgernt', 0.7228), ('helpful', 0.4879), ('time', 0.3547)]"
Quick response and helpful.,quick response and helpful.,en,0.4215,0.0,0.517,0.483,1,"[('quick response helpful', 0.808), ('response helpful', 0.7193), ('helpful', 0.612), ('quick', 0.5305), ('response', 0.5153)]"
Nice. N always be update for variative.,nice. n always be update for variative.,en,0.4215,0.0,0.682,0.318,1,"[('nice update variative', 0.7641), ('variative', 0.5875), ('nice update', 0.4514), ('update', 0.4037), ('nice', 0.3662)]"
Good but the medicine is quite expensive,good but the medicine is quite expensive,en,0.2382,0.0,0.755,0.245,1,"[('medicine quite expensive', 0.7863), ('good medicine', 0.6822), ('quite expensive', 0.5031), ('good', 0.3417), ('quite', 0.2521)]"
"make it simple, fast, & easy","make it simple, fast, & easy",en,0.4404,0.0,0.633,0.367,1,"[('simple fast easy', 0.8191), ('make simple', 0.7037), ('simple', 0.4802), ('fast', 0.4747), ('make', 0.312)]"
You have to get this apps. Really helpful for our family.,you have to get this application. really helpful for our family.,en,0.4754,0.0,0.764,0.236,1,"[('application really helpful', 0.5195), ('really helpful family', 0.3883), ('family', 0.2526), ('really helpful', 0.1752), ('really', 0.0577)]"
Make all easy whennin urgent,make all easy whennin urgent,en,0.5719,0.0,0.39,0.61,2,"[('easy whennin urgent', 0.8679), ('make easy whennin', 0.6219), ('make easy', 0.5408), ('whennin', 0.2259), ('make', 0.1279)]"
"Help me so much, easier to consultation in harsh time.","help me so much, easier to consultation in harsh time.",en,0.4364,0.185,0.446,0.369,1,"[('help easier consultation', 0.8111), ('help', 0.2332), ('easier', 0.2286), ('harsh', 0.1422), ('time', 0.0986)]"
