content,clean_emoji,language,compound,neg,neu,pos,vader_rating,keyword
"Why I ordered medicine with instruction delivery to Serpong, but driver received my order located in Bali??? And I must reorder by myself again??? Not simple, I only want my medicine without wasted my time and made me annoyed","why i ordered medicine with instruction delivery to serpong, but driver received my order located in bali??? and i must reorder by myself again??? not simple, i only want my medicine without wasted my time and made me annoyed",en,0.351,0.075,0.796,0.129,1,bali reorder
Great and helpful,great and helpful,en,0.7845,0.0,0.127,0.873,2,great helpful
Very helpful app for ordering medicines Thank you,very helpful application for ordering medicines thank you,en,0.6801,0.0,0.518,0.482,1,ordering medicines thank
Very helpful apps,very helpful application,en,0.4754,0.0,0.393,0.607,2,helpful application
"the doctor asked me to wait for the prescription then the chat ended meanwhile she had not given me any prescription. Ask for help to the CS team, unsolved. CS said I didnt reply, it was because the doctor already said to wait.","the doctor asked me to wait for the prescription then the chat ended meanwhile she had not given me any prescription. ask for help to the cs team, unsolved. cs said i did not reply, it was because the doctor already said to wait.",en,0.4019,0.0,0.94,0.06,1,wait prescription chat
A Wow Apps.. can consult any doctor at anytime with affordable cost..,a wow application.. can consult any doctor at anytime with affordable cost..,en,0.5859,0.0,0.743,0.257,1,application consult doctor
Great app and helpful,great application and helpful,en,0.7845,0.0,0.225,0.775,2,great application helpful
Very useful app,very useful application,en,0.4927,0.0,0.385,0.615,2,useful application
Fast response and good service,fast response and good service,en,0.4404,0.0,0.58,0.42,1,response good service
great apps very helpfull,great application very helpfull,en,0.6249,0.0,0.423,0.577,2,great application helpfull
Easy to use. So far always find medical aid needed. Be it simple doctor consultation or medicines.,easy to use. so far always find medical aid needed. be it simple doctor consultation or medicines.,en,0.4404,0.0,0.847,0.153,1,needed simple doctor
Very usefull app,very usefull application,en,0.0,0.0,1.0,0.0,0,usefull application
"Easy for doctor's consulting, find a drug store, looking for vaccine schedule, buying multivitamin. Really helpful! Awesome apps..❤❤","easy for doctor's consulting, find a drug store, looking for vaccine schedule, buying multivitamin. really helpful! awesome application..",en,0.9641,0.0,0.471,0.529,2,looking vaccine schedule
Very helpfull. Thankyou,very helpfull. thankyou,en,0.0,0.0,1.0,0.0,0,helpfull thankyou
Fast respon & pilihan ok,fast respon & pilihan ok,en,0.296,0.0,0.645,0.355,1,fast respon pilihan
Great and kind doctor thanks a lot halodoc i get the medicine without going to the hospital its so easy n make feel comfort,great and kind doctor thanks a lot halodoc i get the medicine without going to the hospital its so easy n make feel comfort,en,0.9489,0.0,0.533,0.467,1,halodoc medicine going
"Ref Order #2658 - this evening dr Nur Albar have connected to the system to say hello, however I could not response her to type my message. I have called twice to customer service to check what is trouble with halodoc system (hang postion) made me unable to write and send message to the doctor, they just asked me send screen shot of the system.. Until one hours consultation session ended nobody call me to help.. Please improve your system as customers paid for that. Now, hoe shall hallodoc refund the consultation fee to enable me order again. Tks Miki","ref order #2658 - this evening dr nur albar have connected to the system to say hello, however i could not response her to type my message. i have called twice to customer service to check what is trouble with halodoc system (hang postion) made me unable to write and send message to the doctor, they just asked me send screen shot of the system.. until one hours consultation session ended nobody call me to help.. please improve your system as customers paid for that. now, hoe shall hallodoc refund the consultation fee to enable me order again. tks miki",en,0.6369,0.025,0.901,0.074,1,send message doctor
good .. helpfulness,good .. helpfulness,en,0.7003,0.0,0.147,0.853,2,good helpfulness
Very useful app especially in this pandemic situation. Linked to insurance company is really amazing. 👍🙏,very useful application especially in this pandemic situation. linked to insurance company is really amazing.,en,0.8067,0.0,0.7,0.3,1,application especially pandemic
Doctor consultation and pharmacy ordering is getting easier with halodoc,doctor consultation and pharmacy ordering is getting easier with halodoc,en,0.4215,0.0,0.763,0.237,1,consultation pharmacy ordering
Bad app. My order is getting canceled again and again. Give my money back. Now. Dont say you need 14 days for refund. You took my money and you canceled my order. That's so nice of you. F. It's been 5x in this month. SHOULD UNINSTALL NOW. THANKS FOR YOUR BAD SERVICE.,bad application. my order is getting canceled again and again. give my money back. now. do not say you need 14 days for refund. you took my money and you canceled my order. that is so nice of you. f. it is been 5x in this month. should uninstall now. thanks for your bad service.,en,-0.1239,0.123,0.762,0.115,-1,bad application
Really helpfull in emergency,really helpfull in emergency,en,-0.4336,0.488,0.512,0.0,-1,really helpfull emergency
Good apps with nice price,good application with nice price,en,0.6908,0.0,0.345,0.655,2,application nice price
Quick response and very helpful,quick response and very helpful,en,0.4754,0.0,0.564,0.436,1,quick response helpful
Crazy fastest delivery,crazy fastest delivery,en,-0.34,0.545,0.455,0.0,-2,crazy fastest delivery
"Fast and efficient delivery of medicine, pcr test but have yet to try provision of other medical services","fast and efficient delivery of medicine, pcr test but have yet to try provision of other medical services",en,0.2263,0.0,0.899,0.101,1,delivery medicine pcr
Great health support during pandemic,great health support during pandemic,en,0.7783,0.0,0.306,0.694,2,health support pandemic
End up uninstall this app,end up uninstall this application,en,0.0,0.0,1.0,0.0,0,uninstall application
"Too many bugs, especially when it cames to payment verification. The system said that it is busy. But when i make a new appointment, it siad that payment its being processed. Please do not make a trouble app especially when there is a payment system. And for the payment method please add bank transfer, because i dont want to put my debit or credit number, its a sensitive case.","too many bugs, especially when it cames to payment verification. the system said that it is busy. but when i make a new appointment, it siad that payment its being processed. please do not make a trouble application especially when there is a payment system. and for the payment method please add bank transfer, because i do not want to put my debit or credit number, its a sensitive case.",en,0.9063,0.017,0.808,0.175,1,application especially payment
Very helpfull especially during the pandemic,very helpfull especially during the pandemic,en,0.0,0.0,1.0,0.0,0,helpfull especially pandemic
thanks halodoc. you help me alot to buy my medicines. the price is also good,thanks halodoc. you help me alot to buy my medicines. the price is also good,en,0.8176,0.0,0.585,0.415,1,medicines price good
