content,clean_emoji,language,compound,neg,neu,pos,vader_rating
"So scary, i get a call from unknown number yang ngaku sebagai pihak alodokter, then ask my date birth and my no .rek. so disgusting","so scary, i get a call from unknown number yang ngaku sebagai pihak alodokter, then ask my date birth and my no .rek. so disgusting",en,-0.8437,0.296,0.663,0.041,-1
fast response from doctors. the service is good. users data privacy is kept well. thank you,fast response from doctors. the service is good. users data privacy is kept well. thank you,en,0.7579,0.0,0.634,0.366,1
It really help a lot,it really help a lot,en,0.4576,0.0,0.572,0.428,1
Free consultation wow,free consultation wow,en,0.7964,0.0,0.123,0.877,2
"This is the worst application, they didn't protect user data, i got called multiple times from unknown number that they claimed from alodokter. Please, protect your user data seriously!","this is the worst application, they did not protect user data, i got called multiple times from unknown number that they claimed from alodokter. please, protect your user data seriously!",en,-0.4724,0.221,0.614,0.165,-1
"First time I used this app to make an appointment with a dentist, but sadly the dentist having an urgent situation so she need to reschedule, the problem is Alodokter doesn't inform me about this reschedule thing.","first time i used this application to make an appointment with a dentist, but sadly the dentist having an urgent situation so she need to reschedule, the problem is alodokter does not inform me about this reschedule thing.",en,-0.7227,0.167,0.783,0.051,-1
"Good app, easy to use. Doctor fast response and available 24h. Really helpful and fast response. Like having a private doctor and privacy keep protected/safe.","good application, easy to use. doctor fast response and available 24h. really helpful and fast response. like having a private doctor and privacy keep protected/safe.",en,0.8858,0.0,0.648,0.352,1
"Thank you Alodokter! The doctor are fast response, customer service are fast response too and my privacy of the consultation is safe. The app has no spam ads. So convenient. Bravo","thank you alodokter! the doctor are fast response, customer service are fast response too and my privacy of the consultation is safe. the application has no spam ads. so convenient. bravo",en,0.7784,0.0,0.782,0.218,1
fast response and straight answers,fast response and straight answers,en,0.2263,0.0,0.678,0.322,1
really helpfull for knowing my or other conditions in urgent time,really helpfull for knowing my or other conditions in urgent time,en,0.2023,0.0,0.847,0.153,1
"This app is so bad, i order a medicine in shop and it's take too long time for delivery, and after use this app i got called more than 3 times in one day they claim that from Alodok customer service and ask to send the bank account, it's so annoying","this application is so bad, i order a medicine in shop and it is take too long time for delivery, and after use this application i got called more than 3 times in one day they claim that from alodok customer service and ask to send the bank account, it is so annoying",en,-0.8394,0.14,0.86,0.0,-1
Thankyou This is very helpful,thankyou this is very helpful,en,0.4754,0.0,0.564,0.436,1
This app very helpful,this application very helpful,en,0.4754,0.0,0.492,0.508,2
Its good so far,its good so far,en,0.4404,0.0,0.508,0.492,1
Simply The Best...,simply the best...,en,0.6369,0.0,0.323,0.677,2
They help and answer my question well,they help and answer my question well,en,0.5859,0.0,0.51,0.49,1
alodokter is the best one health app to get free consul with super detail explanation from doctors,alodokter is the best one health application to get free consul with super detail explanation from doctors,en,0.9081,0.0,0.551,0.449,1
Simple & fast answer anytime anywhere,simple & fast answer anytime anywhere,en,0.0,0.0,1.0,0.0,0
"The last internist Dr. Aging really"" clear in explaining of everything that I may have to know.","the last internist dr. aging really"" clear in explaining of everything that i may have to know.",en,0.4391,0.0,0.847,0.153,1
That's great app. Useful for me,that is great application. useful for me,en,0.7906,0.0,0.364,0.636,2
"Someone just called me and asking for an offer and i find out about the number, everybody says its a liar","someone just called me and asking for an offer and i find out about the number, everybody says its a liar",en,-0.4588,0.14,0.805,0.055,-1
"The shop delivery took so long, been waiting for my meds for >7 hours now (with sameday delivery), took > 3 hours to confirm my orders, and almost 4 hours waiting for the courier. It's cheaper here, but if you sick so badly and need meds urgently, I'm not recommending this apps..","the shop delivery took so long, been waiting for my meds for >7 hours now (with sameday delivery), took > 3 hours to confirm my orders, and almost 4 hours waiting for the courier. it is cheaper here, but if you sick so badly and need meds urgently, i am not recommending this application..",en,-0.8987,0.166,0.834,0.0,-1
Don't even bother to try. Just register it and bam! Suddenly you got telemarketing offering you insurance,do not even bother to try. just register it and bam! suddenly you got telemarketing offering you insurance,en,0.3244,0.0,0.873,0.127,1
