content,clean_emoji,language,compound,neg,neu,pos,vader_rating,keyword
I want registered with my phone number it's says insert valid number. I AM INSERTING A VALID NUMBER.,i want registered with my phone number it is says insert valid number. i am inserting a valid number.,en,0.4466,0.0,0.702,0.298,1,registered phone number
Best first experience,best first experience,en,0.6369,0.0,0.323,0.677,2,best experience
i'm Malaysian. Why I cannot register my phone number. Is this apps just for Indonesian?,i am malaysian. why i cannot register my phone number. is this application just for indonesian?,en,0.0772,0.0,0.915,0.085,1,malaysian register phone
"I just called by someone whose from alodokter and offer me free dbd Insurance for 1 year. She got my data including full name, email address, phone number. And she was asking my bank. I refused to give her any personal information and politely declined her offer. I'm suprise that my data registration in Alodokter was used by their telemarketing to offer insurance and afraid they would share my personal information freely to others. No personal information protection, please avoid using this app.","i just called by someone whose from alodokter and offer me free dbd insurance for 1 year. she got my data including full name, email address, phone number. and she was asking my bank. i refused to give her any personal information and politely declined her offer. i am suprise that my data registration in alodokter was used by their telemarketing to offer insurance and afraid they would share my personal information freely to others. no personal information protection, please avoid using this application.",en,0.6597,0.071,0.801,0.128,1,data registration alodokter
"just installed this app a couple week ago, then i got called from someone trying to scam me and got the information from alodokter. this app sell my personal information! i'll never used this apps again","just installed this application a couple week ago, then i got called from someone trying to scam me and got the information from alodokter. this application sell my personal information! i will never used this application again",en,-0.6114,0.102,0.898,0.0,-1,alodokter application sell
This apps really helps A LOT!!,this application really helps a lot!!,en,0.5388,0.0,0.59,0.41,1,application really helps
It's really help me when I can't go to the clinic or hospital,it is really help me when i cannot go to the clinic or hospital,en,0.4576,0.0,0.8,0.2,1,really help clinic
"Allodokter is a helpful app which can help me make an appointment, or search for nearby hospitals and such. But please change your telemarketing startegy, a monthly subscribtion registration via phone call? It's annoying.","allodokter is a helpful application which can help me make an appointment, or search for nearby hospitals and such. but please change your telemarketing startegy, a monthly subscribtion registration via phone call? it is annoying.",en,0.2846,0.088,0.745,0.166,1,change telemarketing startegy
This is a good app. We can consult a doctor for free,this is a good application. we can consult a doctor for free,en,0.7351,0.0,0.617,0.383,1,consult doctor free
"I just installed this app and have a plan to uninstall it soon. I got the same problems of what most of users do, but the service I can say it's good, they help me to finish this several problems and cancel my registration quickly. I gave 4 stars just because of the good service related to the problem that i face and everything is done, Thank you for Customer Service that helped me this morning.","i just installed this application and have a plan to uninstall it soon. i got the same problems of what most of users do, but the service i can say it is good, they help me to finish this several problems and cancel my registration quickly. i gave 4 stars just because of the good service related to the problem that i face and everything is done, thank you for customer service that helped me this morning.",en,0.6187,0.122,0.724,0.154,1,plan uninstall
The best doctor,the best doctor,en,0.6369,0.0,0.323,0.677,2,best doctor
Nice explanation and fast response.,nice explanation and fast response.,en,0.4215,0.0,0.588,0.412,1,nice explanation fast
Very helpful even when you're helpless 😉,very helpful even when you are helpless,en,0.024,0.248,0.496,0.256,1,helpful helpless
Good application and very usefull for people,good application and very usefull for people,en,0.4404,0.0,0.674,0.326,1,good application usefull
Best Goverment Heathcare App,best goverment heathcare application,en,0.6369,0.0,0.417,0.583,2,goverment heathcare application
fast respon & friendly doctor,fast respon & friendly doctor,en,0.4939,0.0,0.556,0.444,1,respon friendly doctor
This app helps me a lot. It is good to have this. The doctors are also very kind and friendly.,this application helps me a lot. it is good to have this. the doctors are also very kind and friendly.,en,0.9128,0.0,0.558,0.442,1,doctors kind friendly
Good app & usefull,good application & usefull,en,0.4404,0.0,0.508,0.492,1,good application usefull
Thanks Alodokter..with this app i can consult with docter everytime and anywhere,thanks alodokter..with this application i can consult with docter everytime and anywhere,en,0.4404,0.0,0.791,0.209,1,application consult docter
Easy to use!,easy to use!,en,0.4926,0.0,0.385,0.615,2,easy use
"Great application and very helpful. But Alodokter's telemarketing team is very unsettling. I get call for almost 4 times in a day. Request for the private identity, such as KTP, Phone Number, Email, Credit Card or Bank Account, for offer monthly service (29rb program for chat to all doctor). For me it's very impolite. I already block several phone number but they're still call me. Very uncomfortable.","great application and very helpful. but alodokter's telemarketing team is very unsettling. i get call for almost 4 times in a day. request for the private identity, such as ktp, phone number, email, credit card or bank account, for offer monthly service (29rb program for chat to all doctor). for me it is very impolite. i already block several phone number but they are still call me. very uncomfortable.",en,-0.5621,0.142,0.725,0.134,-1,alodokter telemarketing
"This is the first time i used this app, several days later i got call from the customer service and she offered a program to me. Actually the program is good, but i think not everyone feel comfortable with that kind method. I hope alodokter can improve, and change this method. Thankyou","this is the first time i used this application, several days later i got call from the customer service and she offered a program to me. actually the program is good, but i think not everyone feel comfortable with that kind method. i hope alodokter can improve, and change this method. thankyou",en,0.8933,0.055,0.725,0.22,1,alodokter improve change
