content,score
"aplikasinya jelek parah bgt, mau chat dokter aj ga bs udh bayar berkali2",1
"Helpfull, easy to use",5
Good,5
Good apps for health care,5
Good app.. helpful,5
Seamless 👍,5
Helpful app...thanks,5
Sangat membantu dalam memesan obat dan telemedicine dengan dokter. Terima kasih,5
Ok,5
"REFUND UANG SAYA !! cuma 170rb kok lamaa bgt , gak ada penyelesaian sama skli !!!!!!!!!",1
"Bug , bug , bug ...",3
Bagus. Walau sempat ngelag pas mau nampilin resep.,5
Sangat membantu saat sakit layanan cepat dan dokter selalu standby,5
I don't get it,1
Dokter yang cepat tanggap dan profesional. Aplikasi yang mudah dimengerti dan cepat.,5
Helpfull in distress,5
Ok,5
Mohon perbaikan untuk map nya krn susah menentukan titik yg tepat... kasian driver gojek nya nyari2,3
Terbaik,5
"Helpful, keep your great services 👍",5
So much help during this pendemic situation. Thank you for all Doctos in charge,5
"Minta hapus akun dipersulit, secara manual, call cs, email cs, parah....pdhal saya mau hapus akun krn tidak sesuai...bukannya dipermudah malah dipersulit",1
"Thank you halodoc, you make my life so easy to get healthy without go to hospital, so helpfull to have this app",5
The best,5
"easy, oke",5
Very helpful apps in covid,5
Very bad UX for gojek user. Only add hassles. Why doesn't gojek just integrate this service into 1 gojek app. Just like go food or other services. You force me to install this app.,4
good respont,5
Ok,4
Helpfull,5
Sangatt membantuuu,5
Sangat membantu,5
Good,5
Doctors are very nice and helpful ..,5
Good,5
Aplikasi paling ribet. Driver susah dihubungi,1
Support ngga jelas muter2 mulu di app trus kaga dibales ini gmn sih ada ticket ada trus lihatnya dimana setiap kali buka menu bantuan mengulan terus proses yg sama kacau,1
"Easy to use, fast connect with the Doct",5
Helpful,5
Sangat membantu untuk memberi penjelasan terkait kesehatan.,5
Helpful!,5
"2x pesen obat dr sini, sll nyangkut apps nya.",3
"Pesan pengiriman instan tapi satu jam lebih ga nyampe dan ga ada kejelasan. Tolong lebih dipantau lah sistem pengantarannya, orang lagi sakit jadi tambah sakit kelamaan nunggu obat ga jelas. Dicancel juga susah.",2
Kerennn ....,5
Sangat bermanfaat,5
"sengaja bayar chat dokter untuk beli obat dgn resep, sudah hampir 2 jam nunggu tau2 batal otmatis dan direfund. Tidak ada notif dulu or info apapun, ditanya memang tidak bs lgs order ulang, hny minta maaf mulu. Trus mgapain saya chat dok dulu. sistemnya yang kurang bagus",2
Aplikasinya mudah dan Dokternya bagus,5
Please still can change the name even though it's been verified,4
Really helpfull when i need medicine in the middle of the night,5
"Tanya sama dokter dilayani sampai ngerti, sampai puas. Dengan penuh kesabaran dan kejelasan. Rekomen banget pake apps ini apalagi Disaat waktu2 ajaib perlu konsul dokter.",5
Pemilihan apotek nya tidak dekat dg lokasi,3
Baguss,5
"Pengiriman obat yang dipesan membutuhkan waktu sangat amat lama untuk dikirim. Tidak perlu menggunakan obat yang diresepkan, anda akan sembuh dengan sendirinya sampai ketika pesanan anda dikirim oleh mereka.",1
Dokternya detail menjelaskan walaupun dibayar murah ya trmksh,5
Best apps.. sangat membantu dalam kondisi urgent.. yg bikin apps nya dpt pahala banyak nih,5
Many Thx.,5
Good,5
Seamless experience,5
nice app.,5
Sangat mudah dipakai,5
Very informative ideas Thanks dr Ayang,5
mantap colab cigna,5
Dokternya ramah,5
"Awas hati-hati kena jebakan resep, muter2 konsultasi di rujuk sana sini, biaya konsultasi nya bisa kena jebakan harganya lebih mahal dari obat yang mau dibeli Uninstall dah...kapok kena tipu",1
Dokter boti handal memekku sangat andal 🥰🥰,5
"Practice, simple and helpfull",5
Mendapatkan konsultasi yg baik dri para dokter...terima kasih..,5
Pengiriman dari apotek yang letaknya jauh bgt Kasian sama drivernya Kayaknya kurang akurat dah maps.nya Padahal apotek yg deket ada Kenapa malah pengiriman dari apotek yang jauh Gimana sih sistemnya,3
Fast process for urgent needed,5
Pertolongan pertama bagi yang sgt anti ke dokter.lebih baik konsultasi dgn ahli daripada cek di search engine.,5
Psikolog jawabnya lama banget. Sekenanya. Sedih amat,1
Keren. Sangat berguna,5
sangat membantu,5
Mudah digunakan,5
Convenience,5
"Navigasi dan menu Halodoc, sdh oke. Hanya konsultasi dokter by chatting masih terasa belum optimal spt langsung bicara. Good app.",4
Really halpful at any time.,5
Good app,4
Easy to use. Sangat memudahkan bagi IRT yg jarang bisa keluar rumah,5
Terimakasih halodok. Ga perlu keluar rumah untuk berobat ke dokter.,5
Always have good experience,5
Very good experience..,5
From looking PCR test to doctor consultation.,5
mantapppp thks ya,5
Efficient,5
"Susah sekali mau verifikasi ktp, gagal 3x langsung terkunci disuruh nunggu 24 jam lagi. Setelah 24 jam dicoba masih gak bisa terkunci lagi, padahal foto ktp jelas dan NIK juga langsung terbaca. Sedang minta follow up ke CS halodoc tapi lama sekali belum dihubungi juga, padahal urgent untuk tes PCR covid. Tolong diperbaiki ya, setidaknya dibuat jalan lain (seperti verifikasi manual) atau jangan dikunci setelah 3x percobaan dan harus menunggu 24 jam lagi, tidak praktis untuk orang yg butuh urgent.",2
"proses refund dana lamaaa sekalii, keburu sekaratt dah org...obat yg dipesan salah dikirim pula, urgent mau pake obatnya malah apess dana nyangkut disana. komplain lewat email telefon di cs jg dioper2 kapok ga mau pake halodoc lg, uninstall check ✅",1
Excellent,5
"Sangat membantu, untuk sesuatu yang urgent",5
Goodjob!! Konsultasi kesehatan dan beli obat dengan resep dokter menjadi lebih mudah!!,5
Diare saya terselamatkan hehe,5
"Sangat membantu, dokternya komunikatif, obat yg diresepkan seperti saya ke RS langganan dan yg paling penting resep dan toko obat tinggal klik, tar perlu antri apalagi saat diare, sangat membantu.",5
Berguna,5
"The app just getting worse. I was not able to consult with the doctor because ""Error Loading Messages"" kept showing until the consultation time has passed, while I had paid the fee. The CS was not helpful either. I tried to contact through apps but it did not work properly and after I sent the proof of error in the chat, the helpdesk did not showing anything. I called the CS, they said I need to send the proof through email (so I did) and the team will investigate before givin any update to me",1
fast response,5
Penjelasan dokter jelas dan mudah dipahami,5
sangat membantu dalam berkonsultasi dengan dokter secara virtual. bisa mendapatkan resep dokter dengan rebahan saja,5
respon cepat dan pelayanan ramah,5
Apps kesehatan terbaik seindonesia.,5
Verry good,5
bad apps. location not accurately,2
Obat tidak sampai. Tidak ada kejelasan dr Halodoc & Gojek. Sudah complain tp didiamkan.,1
Good,5
Dokter yg dikontak memberikan info yg jelas. Utk pertolongan pertama sangat membantu dan menenangkan pasien Terima kasih Halodoc.,5
Memuaskan,5
Cukup membantu buat yg sdg isoman,5
Ok membantu sekali,5
Mantaap banget..,5
"barang yg dtg kurang, terus Penanganannya LAMAAAAAA BANGET, dilempar2.. musti konfirmasi email hp, dilempar lg ke org lain.. konfirmasi email lg hp lagi.. lempar lagi.. ngebalikin uangnya kapan? Atau dateng aja lg kurirnya anterin obat saya.. g*bl*k",1
Simplifying everything in healthcare!,5
Sangat membantu,5
"Respon cepat dgn menu pd app yg user friendly. Dan yg paling asik, pilihan dokter yg banyak dan beragam. Bayangkan klk hrs ngetok pintu dokter satu persatu. Hadeuuh.",5
"Pengiriman obat lama, covid udh sembuh obat blm dtg jg",1
Good services,5
Good service,5
good,5
nice,5
"Pengalaman terburuk pas pakai halodoc malam"" begini. Pakai halodoc krn bnr"" sakit bgt dan butuh obat cpt. Total 201rb++ (7 items) tapi pas dtg 2 items doank. Dan pd saat mau pengembalian dana malah disuruh tunggu 7hari. Lah gimana coba kalau duit cuma 200rb satu""nya dan bnr"" butuh obt. Keburu sekarat kayaknya deh. Duh tolong diperbaiki lagi deh sistemnya.",1
It was very helpful and very convenient for me,5
"Praktis, tdk perlu antre, tdk perlu takut tertular pasien lain, hemat waktu tenaga bensin dan akurat.....",5
helpful,4
Awesome,5
Sangat membantu tanpa harus keluar rumah,4
"fast response, answer the detail as we need.... good communications",5
"Dokternya membantu,aplikasi pembelian obatnya petlu banyak petbaikan",3
Dokternya menjelaskan secara detail,5
"Sangat membantu saya,apalagi kebetulan rumah saya jauh dari fasilitas medis,semoga sukses terus Halodoc",5
Halodoc memberikan informasi awal secara virtual dan instan untuk kondisi kesehatan dan berkesempatan bisa mendapatkan beberapa saran dari para dokter yang berkompeten di bidangnya masing-masing.,5
"seringkali pembayaran tdk masuk, pdhl sudah transfer dan ada bukti transfer nya, sudah di tlpn cumn suruh send email tpi gada respon apapun",2
"Ini aplikasi apaan coba, org pesen obat, barang ga ada status delivered, udah gitu penanganan 7 hari kerja, kan butuh nya skrg... sistem penerimaanya gmn ini ga bisa lacak drivernya ga bisa tau penerimanya",1
Sangat membantu..terutama di masa pandemi. Terima kasih .,5
Help me a lot when i need my medicines and i couldn't go out my house!,5
Sangat membantu apalagi untuk keadaan darurat.,5
Couldn't save profile changes :/,4
Good,5
"Nice, help much",5
👍🏼,5
Very helpfull,5
"cs nya dak guna, fitur chat tersedia tapi ga ada yang balas, ditelpon katanya akan dibantu, tapi setelah itu ga ada email konfirmasi apa2 terkait case saya, mantap",1
Sumple sekali mantap,5
Comfortable user interface and fast response doctors.,5
"Easy to use, straight forward, simple. Top.",5
easy to contact,5
Alhamdulillah,5
Mudah dipakai dan dokter responsif,5
bagus dan gampang di gunakan,5
Sangat membantu khususnya di saat genting atau kondisi kesehatan menurun secara kasuistis. Semoga aplikasinya senantiasa semakin baik dan semakin helpful.,5
"Chat sucks cant even use it. My medicine not arrived yet, even with status ""driver ditugaskan""",1
Sangat membantu,5
Berbuat baik untuk bekal kehidupan selanjutnya. Terima kasih.,5
That's very helpful apps.love it,5
Alhamdulillah selalu puas memakai halodoc,5
"Jam layanan terbatas hny 30 menit. Terkadang ada bbrp dokter yang responnya agak lambat, mungkin krn bnyk pasien. Namun terkadang saya sampai akhir chat mengira tdk dapat resep dokter shg saya me-rating dokternya buruk pdhl sebetulnya pemberitahuan halodoc yang lambat memberitahukan kalau saya sdh dapat resep obat. Saya jadi gaenak sama dokter²nya... Terutama dokter Ferdi Stevia atau siapa gt. Maaf bgt gk mksd rating jelek dok, beneran deh krn notif resepnya gk masuk², smg lancar rezekinya dok🙏",3
"Ya sangat membantu bisa konsultasi dari rumah, tidak harus pergi ke klinik",5
"Sudah nulis alamat + catatan tambahan alamat untuk resep, malah ditelpon gojek bolak balik katanya alamat tidak ada keterangan",2
Fast respon,5
"Easy to use, good and caring doctor",5
So far so good.... mantaaabbsss,5
Sangat praktis dan sangat membantu.,5
Good,5
"Very helpful application, awesome. Very good luck Halodoc!",5
Ongkirnya mahal amat,5
Selalu pake halodoc di setiap kebutuhan cari obat. Ga perlu pusing keliling krn aplikasi akan cari apotek terdekat yg menyediakan obat tsb.,5
Very helpful thankss,5
The doctor very helpful and swift respond.,5
Great apps,5
"Baru install, pesan layanan chat dokter buat minta resep obat, sudah bayar tapi gak bisa masuk chat room karna error. Sudah telpon CS disuruh logout login tetap gabisa sampe sesi chatnya abis. Sudah email juga tp gatau abis itu hrs ngapain. Bad.",1
suka deh bermanfaat,5
"KECEWA. berkali2 pakai, sekarang udah downgrade kualitas pelayanan. Gopay terpotong 2x untuk transaksi halodoc cuma 1x. Info akan refund tapi tidak ada kabar lagi.",1
Sangat membantu dan informasi lengkap.. seperti CV dokter secara sinfkat serta 24 jam.,5
The Best,5
Ok,5
Senang rasanya menggunakan halodoc bisa berobat dati rumah,5
Helpfull and easy to use,5
Sempat salah alamat dalam kondisi kritis. Tapi sudah di respon walaupun percuma sudah beli obat di tempat lain. Tetap kasih bintang 5 karena teman dekat kerja disini. Review lama: Tidak ada respon help desk bernama nur. Kondisi sakit sendirian. Obat tidak diterima,5
"Aplikasi mudah d akses, layanan cepat dan lengkap",5
Semua mudah dg aplikasi ini. Beli obat atwpun konsul dktr online.,5
User friendly... ! 👍,5
my first experience using Halodoc and it was amazing.. 5-star service. Trully recommend!,5
"Tolong lah, saya mau pesan obat untuk orang tua yang berbeda tempat ga bisa, usah set lokasi ujung2 nya dikirim ke tempat saya. Akhirnya saya ke app sebelah",1
"Selama ini sangat baik dan lancar, tetapi 2 hari terakhir tidak bisa pilih menu konsultasi terjadwal, selalu kembali ke menu awal saat memilih Konsultasi Nanti Saya memggunakan Samsung A32",3
"Kapok beli di halodoc lg, pesen obat padahal jarak gk jauh bnget masih di Jabodetabek tpi nyampenya 4 hari kayak beli obat dimana aja. Klo butuh obat cepet mending jngan pke yg reguler deh, pke yg instan aja masih better daripada reguler. Saya nunggu sampe gk tau masih butuh obat itu atau enggak skrng saking lamanya",2
So dificult to sign in. Bad apps.. 😡,1
Mohon diperbaiki cara pesan dengan menggunakan VA karena setelah kita logout dari aplikasi pesanan langsung hilang sehingga tidak ditemukan akount atau kode VA ibanking.,5
Good,5
Easy n helpful...thanks alot,5
Sangat membantu..apalagi pas d luar kota yg ga tau lokasi dktr d mana,5
"Lots of features, helpful doctors, only a click away. What a great way to make medicine more accessible.",5
Membantu sekali,5
Dokter responsif dan obat yg diberikan ckp manjur,5
Sangat membantu sekali,5
"saya sudah pesan obat, lalu sudah di transfer lewat virtual account tapi transaksi malah gagal, terus minta refund sudah di kasih web, web refundny malah yg eror , emng APLIKASI GAJELAS",1
very helpful,5
Chat dokter mudah. Bisa lgs dapat obat. Ga pake antri. Dan bisa konek ke asuransi kantor.,5
awesome it help me a lot,5
"Berguna utk konsul dan second opinion. Ga repot jg saat butuh obat. Sangat membantu, tq Halo Doc.",5
"Lagi liburan anak sakit, dibelikan 2 bh obat, yg datang hanya 1. Saya komplain katanya nunggu 3x24jam. Sudah saya jelaskan bahwa saya nginap sementara jam 1 siang checkout, tetep ngotot sesuai prosedur 3x24 jam pengiriman obat yg belum dikirim. Piye toh, pas 3x24 jam obat baru di kirim ke hotel tempat saya pesan sementara saya sudah di rumah. Usul min jgn 3x24, kalo bisa hitungan menit langsung diurus. Ini no nya : 5O2E4P-0806",1
Saya mengalami chat dokter tidak di balas sama sekali dan seketika semua chat dokter lainnya tidak tersedia,2
Great,5
Maataapppp,5
"Penangan medis secara cepat, praktis & murah. Tetapi tetap cermat penanganannya. Cepat teratasi bila tdk bisa keluar rumah.",5
Bagus analisa tajam,5
👍👍👍👍👍,5
Baguss,5
Memuaskan dengan aplikasinya,5
"Selalu bermasalah dengan transaksi, lewat aplikasi gojek yg terhubung dgn halodoc bermasalah, install aplikasinya jg bermasalah, sudah menghubungi cs nya juga tidak ada solusi, ngasih saran ini n itu tetap tidak ada solusi, buruk....verry bad!!! Update, saya sdah menghubungi cs tp sama saja, muter2 solusinya mulai dri awal, solusi, gagal, awal lg di minta nmer hp n asuransi, solusi, gagal, awal lagi, teruuus saja spti itu",1
"UI bagus, menu2 jg cukup jelas, hanya ketika cari apotek terdekat lama sekali loadingnya",4
"Saya kecewa sama haloDoc sdh jd pengguna lama, tp perasaan makin k sini makin kacau. Aplikasi makin lama makin lemot, pmbayaran sy gagal d terima, refund jg hrsny bs d persimple caranya. Notes yg saya tulis d alamat tdk muncul d driver shngga malah jd salah alamat karena pilihan titik yg terbatas. Mohon untk lebih d perhatikan aplikasinya.",1
very helpfull,5
Sangat membantu,5
jelek bgt masa udh bayar dokternya gaada merespon sama sekali sampe sesinya selesai,1
Usefull,5
"Dokternya cepat response nya , jelas dan masuk akal .",5
"Please update the bug (i think the problem only happened on Android). The app just won't allow us to make an appointment ""jadwalkan"".",4
