content,score,content_contractions,content_translated,lang_id
"Maaf harus kasi skor buruk. Tapi Halodoc belum bisa diandalkan. Dikasi resep sama dokter, pesen obatnya, tapi obat yang datang kurang. Dan tanpa notifikasi apapun. Biaya layanan 15k jadi terasa mahal. EDIT: Dulu saya pesan obat dalam keadaan sakit, panca indra agak berkurang. Dalam keadaan sehat, pemesanan obat lancar.",4,"Maaf harus kasi skor buruk. Tapi Halodoc belum bisa diandalkan. Dikasi resep sama dokter, pesen obatnya, tapi obat yang datang kurang. Dan tanpa notifikasi apapun. Biaya layanan 15k jadi terasa mahal. EDIT: Dulu saya pesan obat dalam keadaan sakit, panca indra agak berkurang. Dalam keadaan sehat, pemesanan obat lancar.","Sorry to give a bad score. But Halodoc can't be relied upon yet. Dikasi prescription with a doctor, order the medicine, but the drug that comes is lacking. And without any notification. The 15K service fee feels expensive. Edit: I used to order medicine in a state of illness, the five senses were slightly reduced. In good health, ordering drugs smoothly.",id
Sempat bermasalah dengan pemesanan obat pertama kali di Halodoc. Tapi di pemakaian2 berikutnya selalu on time dan sesuai pesanan. Sangat recommended. Terima kasih banyak.,5,Sempat bermasalah dengan pemesanan obat pertama kali di Halodoc. Tapi di pemakaian2 berikutnya selalu on time dan sesuai pesanan. Sangat recommended. Terima kasih banyak.,Had a problem with the first drug ordering in Halodoc. But the next use is always on time and according to the order. Very recommended. Thank you very much.,id
Salah satu aplikasi kesehatan yg ok,5,Salah satu aplikasi kesehatan yg ok,One of the ok health applications,id
Chat dgn dokter oke dan dpt resep. Tapi hang terus saat mau beli obat online,5,Chat dgn dokter oke dan dpt resep. Tapi hang terus saat mau beli obat online,Chat with the doctor okay and get a prescription. But hangs when you want to buy medicine online,id
"This app is getting worse I can't buy anything in this app now because it keep declining my payment, please fix it",1,"This app is getting worse I cannot buy anything in this app now because it keep declining my payment, please fix it","This app is getting worse I cannot buy anything in this app now because it keep declining my payment, please fix it",en
Thanks for everything ❤️,5,Thanks for everything ❤️,Thanks for everything ❤️,en
Aplikasi pelayanan medis terbaik. Sangat mudah digunakan dan terintegrasi dengan layanan lainnya,5,Aplikasi pelayanan medis terbaik. Sangat mudah digunakan dan terintegrasi dengan layanan lainnya,Best Medical Service Application. Very easy to use and integrated with other services,id
Harga kirim terlalu mahal. Jika saja harga kirimnya bisa sama seperti gofood/grabfood akan lebih baik lagi,3,Harga kirim terlalu mahal. Jika saja harga kirimnya bisa sama seperti gofood/grabfood akan lebih baik lagi,The shipping price is too expensive. If only the shipping price could be the same as Gofood/GrabFood would be even better,id
Responnya cepat dan penjelasan sangat dimengerti,5,Responnya cepat dan penjelasan sangat dimengerti,The response is fast and the explanation is very understood,id
"Cepat responnya, dokter nya juga sabar menjawab semua pertanyaan...terima kasih ya",5,"Cepat responnya, dokter nya juga sabar menjawab semua pertanyaan...terima kasih ya","The response quickly, the doctor also patiently answered all questions ... thank you",id
Serasa punya dokter pribadi deh!! Tenang tinggal chat aja obat dikirim.. ♥️,5,Serasa punya dokter pribadi deh!! Tenang tinggal chat aja obat dikirim.. ♥️,Feel like I have a personal doctor !! Calm down just chat drugs sent .. ♥ ️,id
"Banyak BUG, tidak bisa mengubah Data Pembayaran & saat transaksi selalu berulang jadi proses tidak efisien. Sudah menghubungi CS, tapi proses Refund cukup berbelit & sekali lagi tidak praktis karena aplikasi error'.",1,"Banyak BUG, tidak bisa mengubah Data Pembayaran & saat transaksi selalu berulang jadi proses tidak efisien. Sudah menghubungi CS, tapi proses Refund cukup berbelit & sekali lagi tidak praktis karena aplikasi error'.","Lots of bugs, can not change payment data & when transactions are always repeated into an inefficient process. Already contacted CS, but the refund process is quite complicated & once again not practical because of the error application '.",id
"Sangat sangat sangat membantu, thank you halodoc!",5,"Sangat sangat sangat membantu, thank you halodoc!","Very very very helpful, thank you Halodoc!",id
Sangat membantu konsultasi saat pandemi dan menghemat waktu dibandingkan konsultasi offline dan lebih hemat juga.,5,Sangat membantu konsultasi saat pandemi dan menghemat waktu dibandingkan konsultasi offline dan lebih hemat juga.,It is very helpful for consulting during the pandemic and saves time than offline consultation and more efficient too.,id
"Proses agar bisa konsul dgn dokternya lama, nggak kayak Alodokter. Refund saldo nya lama 4-5 kerja padahal Shopee aja kalo batal langsung dibalikin saat itu juga.",1,"Proses agar bisa konsul dgn dokternya lama, nggak kayak Alodokter. Refund saldo nya lama 4-5 kerja padahal Shopee aja kalo batal langsung dibalikin saat itu juga.","The process in order to be consulted with a doctor for a long time, not like alodokter. Refund the balance is 4-5 work, even though the shopee is canceled immediately reversed right then and there.",id
"Sangat membantu...tapi untuk biaya pengiriman obat pilihannya hanya instan, jadi mahal, tolong di study kembali terkait pengiriman obat, kalau bisa ada opsi ambil ditempat jadi tidak ada biaya tambahan, karena lumayan mahal biaya pengirimannya.",4,"Sangat membantu...tapi untuk biaya pengiriman obat pilihannya hanya instan, jadi mahal, tolong di study kembali terkait pengiriman obat, kalau bisa ada opsi ambil ditempat jadi tidak ada biaya tambahan, karena lumayan mahal biaya pengirimannya.","Very helpful ... but for the cost of shipping the drugs the choice is only instant, so expensive, please study again related to drug delivery, if possible there is an option to take it in place so there is no additional fee, because it is quite expensive.",id
Helpful banget kalo urgent..tapi pilihan apotek nya ga kira2 jauhnya sampe berkilo2 meter. Jadi lama nunggunya..,3,Helpful banget kalo urgent..tapi pilihan apotek nya ga kira2 jauhnya sampe berkilo2 meter. Jadi lama nunggunya..,Very helpful if urgent ... but the choice of the pharmacy does not think far until a kilo2 meters. So it's been waiting for a long time ..,id
Terbaik...👍👍 great app..user friendly..😍👏👏,5,Terbaik...👍👍 great app..user friendly..😍👏👏,Terbaik...👍👍 great app..user friendly..😍👏👏,en
Pesan obat apa dapatnya apa.. Tp respons dr halodoc lambat! Gila aja masa ya kasi ngga sesuai pesanan dosisnya..,1,Pesan obat apa dapatnya apa.. Tp respons dr halodoc lambat! Gila aja masa ya kasi ngga sesuai pesanan dosisnya..,"What medicine ordered what can it be .. but the response from Halodoc is slow! Just crazy, yes, don't match the dosage order ..",id
"Buat belanja obat, TOP. Buat konsul dokter, Traumatis. Saya udah jelasin gejala saya dr awal sampe skrg, termasuk penularannya ke suami n anak, tb2 ""maaf, ini 1 waktu 1 org "" lhaa. Saya cm cerita kronologi. Trus tb2 ""Jadi, keluhan utamanya apa?"" Saya jelasin puanjang di atas kayak sia2 bgt. Tb2 resep keluar, ga ada penjelasan, trus minta chat ditutup dan dikasih jempol ke atas. Males. Uninstal",2,"Buat belanja obat, TOP. Buat konsul dokter, Traumatis. Saya udah jelasin gejala saya dr awal sampe skrg, termasuk penularannya ke suami n anak, tb2 ""maaf, ini 1 waktu 1 org "" lhaa. Saya cm cerita kronologi. Trus tb2 ""Jadi, keluhan utamanya apa?"" Saya jelasin puanjang di atas kayak sia2 bgt. Tb2 resep keluar, ga ada penjelasan, trus minta chat ditutup dan dikasih jempol ke atas. Males. Uninstal","For medicine shopping, top. Make a doctor's consul, traumatic. I already explained my symptoms from the beginning until now, including transmission to the husband and child, tb2 ""sorry, this is 1 time 1 person"" lhaa. I am a chronological story. Then TB2 ""So, what is the main complaint?"" I explain Puanjang above like it is really. TB2 recipe comes out, there is no explanation, then ask for a chat to be closed and given a thumb up. Lazy. Uninstall",id
Lu kalo pasang jadwal sama jenis vaksin yg bener donk. Vaksin kaga ada lu tulis juga di sini.,1,Lu kalo pasang jadwal sama jenis vaksin yg bener donk. Vaksin kaga ada lu tulis juga di sini.,If you install the schedule with the type of vaccine that is right. The vaccine is not there you also write here.,id
"Sangat membantu, terutama disaat pandemi seperti ini. Terimakasih Halodoc.",5,"Sangat membantu, terutama disaat pandemi seperti ini. Terimakasih Halodoc.","Very helpful, especially when pandemic like this. Thank you Halodoc.",id
"Boleh ga kalo mesen obat drivernya tuh gausah jauh jauh? Seolah gaada apotek yg deket pdhl siang siang aja banyak yg buka di daerah rumah, cuma perkara resep digital aja jd hrs mesen dr halodoc",2,"Boleh ga kalo mesen obat drivernya tuh gausah jauh jauh? Seolah gaada apotek yg deket pdhl siang siang aja banyak yg buka di daerah rumah, cuma perkara resep digital aja jd hrs mesen dr halodoc","Can you do it if you ordered the driver's medicine, don't you get far away? As if there is no pharmacy that is close to the afternoon afternoon, many are open in the area of ​​the house, just a digital recipe case so it must be mesen from Halodoc",id
"Its getting worse, driver ask me to cancel the order due to delivery point seems to far from him (from surabaya to gresik). The chat assistance not helping, there is no option for cancellation, I should call the CS to cancellation.",3,"Its getting worse, driver ask me to cancel the order due to delivery point seems to far from him (from surabaya to gresik). The chat assistance not helping, there is no option for cancellation, I should call the CS to cancellation.","Its getting worse, driver ask me to cancel the order due to delivery point seems to far from him (from surabaya to gresik). The chat assistance not helping, there is no option for cancellation, I should call the CS to cancellation.",en
Selalu tenang ada Halodoc.,5,Selalu tenang ada Halodoc.,Always calm there is Halodoc.,id
"Aplikasi, Pelayanan, CS dan Tim Teknis yang sangat parah. Tidak ada tanggung jawab penggantian biaya atau tindak lanjut apapun. Kesalahan aplikasi, namun yang menanggung customer. Entah sudah berapa customer yang menanggung kesalahan dari Aplikasi ini. Tujuan ada aplikasi ini mempermudah, nyatanya masih saja mempersulit bahkan merugikan customer.",1,"Aplikasi, Pelayanan, CS dan Tim Teknis yang sangat parah. Tidak ada tanggung jawab penggantian biaya atau tindak lanjut apapun. Kesalahan aplikasi, namun yang menanggung customer. Entah sudah berapa customer yang menanggung kesalahan dari Aplikasi ini. Tujuan ada aplikasi ini mempermudah, nyatanya masih saja mempersulit bahkan merugikan customer.","Applications, services, CS and very severe technical teams. There is no responsibility for changing costs or any follow -up. Application error, but that bears the customer. I don't know how many customers have bear the mistakes of this application. The purpose of this application makes it easier, in fact it still makes it difficult even harming the customer.",id
"Mitra apotik anda, kalo apotik lagi tutup jangan open ordera dong. Yg rugi mitra driver gojek. Berpengaruh ke lamanya dapat orderan dan pengaruh ke mudahan driver dalam mendapatkan order selanjutnya bahkan ke hari hari berikutnya. Juga buang bensin dan waktu karena udah jalan 2-3 km menuju apotik yg sedang tutup itu. Apotik lagi tutup masa tetap buka orderan.",1,"Mitra apotik anda, kalo apotik lagi tutup jangan open ordera dong. Yg rugi mitra driver gojek. Berpengaruh ke lamanya dapat orderan dan pengaruh ke mudahan driver dalam mendapatkan order selanjutnya bahkan ke hari hari berikutnya. Juga buang bensin dan waktu karena udah jalan 2-3 km menuju apotik yg sedang tutup itu. Apotik lagi tutup masa tetap buka orderan.","Your pharmacy partner, if the pharmacy is closed, don't open the order. The one who loses the Gojek driver partner. Affect the length of the order and the effect of the driver in getting the next order even to the next day. Also throw gasoline and time because I already walked 2-3 km to the pharmacy that was closed. Pharmacy again closed the period to open the order.",id
Sangat membantu.. Thanks halodoc,5,Sangat membantu.. Thanks halodoc,Very helpful .. thanks halodoc,id
CS ga jelas. Ga ada response. Resep dipesan berulang kali tercancel otomatis terus,1,CS ga jelas. Ga ada response. Resep dipesan berulang kali tercancel otomatis terus,CS is not clear. There is no response. Recipes ordered repeatedly tasty automatically,id
